Test Year: 2019
Total: 1199, Correct: 0, ExpRate: 0.00%
----------------------------------------
Image	Status	Prediction	GroundTruth
ISICal19_1210_em_873	WRONG	x _ { 1 } - x _ { 2 } + y _ { 2 } - y _ { 2 } + z _ { 2 } - z _ { 2 }	3 ^ { 7 } c ^ { 5 } + 3 ^ { 6 } c ^ { 4 } - 2 7 5 4 c ^ { 3 } - 7 0 2 c ^ { 2 } + 7 1 1 c + 8 5
UN19_1011_em_164	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 k + 1 )	( 1 2 5 ) - ( 1 3 5 ) + ( 7 3 5 ) - ( 7 2 5 )
UN19wb_1108_em_999	WRONG	6 ^ { 3 } \cdot 6 ^ { 3 } + b ^ { 2 } + b ^ { 3 }	( 2 0 0 1 ) 4 3 7 3 - 4 3 9 4
UN19_1007_em_100	WRONG	\frac { 1 } { a } F ( a x + b ) + C	a = b ^ { - 1 } c \sum _ { n = 0 } ^ { \infty } ( - 1 ) ^ { n }
UN19_1019_em_259	WRONG	\int \limits _ { 0 } ^ { 1 }	\int d ^ { d } x \sqrt { g }
UN19_1035_em_503	WRONG	2 \alpha + 2 \sqrt { 2 }	z = x + \sqrt { x ^ { 2 } - 1 }
UN19_1031_em_442	WRONG	( x ^ { 2 } - x ^ { 2 } - x ) ( 2 x - 7 )	( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } )
UN19_1006_em_84	WRONG	\sqrt { x ^ { 2 } + z ^ { 2 } }	a - b \sqrt { P _ { e x c } }
ISICal19_1201_em_761	WRONG	\log _ { 2 } 8 + \log _ { 2 } 9 + \log _ { 2 } = 1	z _ { 1 } ^ { 2 } + z _ { 2 } ^ { 2 } + z _ { 3 } ^ { 2 } + z _ { 4 } ^ { 2 } = 1
UN19wb_1118_em_1148	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	Y ( x , z ) = \sum _ { n } x _ { n } z ^ { - n - h _ { x } }
UN19_1037_em_532	WRONG	g ( x ) = x ^ { 2 }	a ( t ) = \cos { t }
UN19_1047_em_685	WRONG	p = \sqrt { a ^ { 2 } + b ^ { 2 } - 2 a b \cos A }	r _ { c } = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } }
ISICal19_1206_em_830	WRONG	r ( r _ { 0 } \sin ( \theta - \theta _ { 0 } ) - r _ { 1 } \sin ( \theta - \theta _ { 1 } ) ) = r _ { 2 } r _ { 2 } \sin ( \theta _ { 1 } - \theta _ { 0 } )	M = M _ { 0 } + M _ { 1 } Y + M _ { 2 } [ I ( I + 1 ) - \frac { 1 } { 4 } Y ^ { 2 } ] - M _ { 3 } S ( S + 1 )
UN19_1028_em_403	WRONG	\int ( 2 ^ { x } - 3 e ^ { x } ) d x	\int d y f ( y ) = 1
UN19_1005_em_63	WRONG	x _ { 3 } = x _ { 3 }	x ^ { 5 } - x ^ { 9 }
UN19_1011_em_153	WRONG	\frac { \sqrt { \frac { a ^ { 2 } } } = \frac { b } { a - 1 }	\sqrt { q } = 2 \cos \frac { \pi } { ( p { + } 1 ) }
UN19wb_1113_em_1067	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 2 }	f = \lim _ { N \rightarrow \infty } f _ { N - i }
UN19_1018_em_248	WRONG	[ b ^ { x } \{ ( \frac { a } { b } ) ^ { x } + 1 \} ] ^ { \frac { 1 } { x } }	Y = - \frac { 1 } { 4 } Y _ { ( 3 ) } + \frac { 1 } { 3 } Y _ { ( 2 ) }
UN19_1024_em_339	WRONG	v _ { c } = v _ { c - 1 } ( \frac { r - c } { c } )	v ^ { i } = v ^ { ( i ) } + i v ^ { ( i + 1 ) }
UN19wb_1119_em_1167	WRONG	( x ^ { 3 } - x ^ { 2 } + \frac { 3 } { x } )	\{ x ^ { 0 } x ^ { 3 } x ^ { 4 } x ^ { 5 } x ^ { 6 } \}
ISICal19_1209_em_858	WRONG	a ^ { 2 } + b ^ { 2 }	( 1 - x ) ^ { c - a - b }
UN19_1018_em_241	WRONG	( x ^ { 2 } )	C ( x - y )
UN19_1047_em_678	WRONG	\int \cos t d t = \sin t	f o r a n y r o o t
UN19wb_1117_em_1128	WRONG	\frac { 3 x + y } { z } = ( \frac { A - 1 } { x ^ { 2 } + y ^ { 2 } } )	| u | < \frac { 1 } { a } \tan ( \frac { a } { \sqrt { 1 + a ^ { 2 } } } \frac \pi 2 )
UN19_1045_em_647	WRONG	\frac { 1 } { 2 } \pi r ^ { 2 }	r ^ { 2 } = \sum _ { i } y ^ { i } y ^ { i }
UN19_1013_em_189	WRONG	\frac { \pi r ^ { 5 } { 3 + 1 }	\frac { 3 2 5 } { 6 6 }
UN19_1029_em_409	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	x y = \sum _ { j = 1 } ^ { n } x _ { j } y _ { j }
UN19_1027_em_388	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	a + \frac { 1 } { 2 } > - \frac { 1 } { 2 }
UN19wb_1118_em_1142	WRONG	g ( x , y ) = \sqrt [ 3 ] { x ^ { 2 } + y ^ { 2 } } )	a = 3 ( \sqrt { 1 0 } - 4 ) \sqrt { 1 0 } / ( 5 - 4 \sqrt { 1 0 } )
UN19_1029_em_405	WRONG	\cos ( \frac { \pi } { 2 } )	\cos ( \frac { c \pi } { 2 } )
UN19_1025_em_353	WRONG	\frac { 1 } { x ^ { 2 } { 2 } ( x )	z = \frac { 1 } { \sqrt { 2 } } = ( x + i y )
UN19wb_1114_em_1085	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	\sum _ { i = 1 } ^ { n } e ^ { - \theta _ { i } } \sum _ { i = 1 } ^ { n } e ^ { + \theta _ { i } }
UN19wb_1120_em_1173	WRONG	\int \cos t d t = \sin t	f ( x ) = 1 + C _ { 1 } x + C _ { 2 } x ^ { 2 } + \ldots
UN19_1043_em_616	WRONG	\sum _ { n }	\sum p _ { i }
UN19_1024_em_338	WRONG	x ^ { 2 } = x ^ { 2 } = 0	x ^ { n } - a x ^ { s } + b = 0
UN19wb_1115_em_1099	WRONG	a _ { 1 } + a _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 2 } + a _ { 3 }	0 . 7 8 5 1 n ^ { 2 } + 3 . 9 2 9 n - 6 . 6 2 0
UN19_1027_em_382	WRONG	( e ^ { 2 } - 1 )	( a + b + c )
UN19_1035_em_501	WRONG	\sum _ { n = 1 } = a _ { n } ^ { n } a _ { n } ^ { n }	t _ { n - p - 2 a _ { p } } ^ { ( n - p - 1 ) }
ISICal19_1202_em_769	WRONG	1 + 2 + \cdots + n = \sqrt { n ( n + 1 ) } { 2 }	\sqrt { - g } = r ^ { 2 } \sin \theta
UN19_1024_em_331	WRONG	x ^ { 2 } + y ^ { 2 } = x ^ { 2 }	x ^ { 3 } + y ^ { 5 } + z ^ { 2 }
UN19wb_1102_em_907	WRONG	a _ { n } = a _ { n - 1 }	\cos \theta = \pm \sqrt { \frac { 1 } { 5 } }
UN19_1005_em_73	WRONG	\sin ^ { 2 } - 1	\sin { \theta } \leq 1
UN19wb_1116_em_1120	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	[ a _ { 1 } ] \times [ a _ { 2 } ] \times [ a _ { 3 } ]
UN19_1011_em_156	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 3 )	y _ { 2 } ( x ) = t _ { 3 } ( x ) - t _ { 2 } ( x )
UN19_1046_em_668	WRONG	\frac { 1 } { a } F ( a x + b ) + C	c ( p ) = \frac { 1 } { \sqrt { 2 } } ( 2 \pi ) ^ { - \frac { d - 1 } { 2 } }
UN19_1049_em_718	WRONG	1 + \pi r ^ { 2 }	\forall m , n \geq 1
UN19_1038_em_549	WRONG	\sin ^ { 2 } = x \cos \theta + y \sin \theta	\sin \theta _ { 1 } \sin \theta _ { 2 } \sin \theta _ { 3 }
UN19_1018_em_246	WRONG	\sum _ { i = 1 } ^ { \infty } ( x _ { 1 } - b _ { n + 1 } )	\frac { 3 } { 4 } = - \frac { 1 } { 2 } ( \frac { 1 } { 2 } + 1 )
UN19_1001_em_14	WRONG	\sum _ { n } = \sum _ { k = 1 } ^ { n } a _ { i }	\sum _ { a } \alpha _ { j } ^ { a } \alpha _ { j } ^ { a } = 1
UN19wb_1117_em_1133	WRONG	( x ^ { 3 } - x ^ { 2 } - x ) ( 2 x - 7 )	( n + 1 ) \times ( n + 1 ) \times \ldots \times ( n + 1 )
UN19_1027_em_383	WRONG	\frac { \pi r ^ { 2 } h } { 2 }	v = \frac { x ^ { 0 } - x ^ { 9 } } { 2 }
UN19_1033_em_465	WRONG	x ^ { 2 } = 2	x \leq z
UN19wb_1116_em_1116	WRONG	( p _ { 1 } , y _ { 1 } ) ( p _ { 1 } ) ) = r _ { 1 } r _ { 1 } ) ( x _ { 1 } , y _ { 2 } )	( a - b ) - ( k - b - c ) \times ( a - b ) = ( a - k + c ) \times ( a - b )
ISICal19_1202_em_775	WRONG	\frac { 1 } { 2 } ( 2 ^ { 2 } - 1 )	\frac { 1 } { 2 } ( x ^ { 2 } - y ^ { 2 } )
UN19_1036_em_518	WRONG	a + \frac { \sqrt { b + c } { 3 }	a = \sqrt { \frac { 6 \sqrt { 3 } } { 5 } }
UN19_1013_em_185	WRONG	( x ) ^ { 2 }	C \times C
UN19_1050_em_724	WRONG	s _ { n } = \sum _ { k = 1 } ^ { n } a _ { k }	c ( w ) = \sum _ { n } c _ { n } w ^ { - n + 1 }
UN19_1032_em_458	WRONG	\sqrt { \beta + \gamma } { \theta }	\sqrt [ c ] { \cos ( x ) }
UN19wb_1117_em_1125	WRONG	a ^ { 2 } + b ^ { 2 } = c ^ { 2 }	E ^ { \prime } = E _ { 1 } + E _ { 2 } - E _ { 3 }
ISICal19_1206_em_834	WRONG	x ^ { 2 } + 2 ^ { 2 } + 2 ^ { 2 }	x ^ { c } = x ^ { c } _ { ( 0 ) } + y ^ { c }
UN19wb_1102_em_912	WRONG	\sum _ { n } = x _ { n }	\sum ( - 1 ) ^ { n } x _ { 2 n }
UN19_1009_em_121	WRONG	\sqrt { 1 + \sqrt { 1 + z ^ { 2 } } }	F = F _ { r e t } + F _ { e x }
UN19_1018_em_253	WRONG	\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }	X = \sqrt { x ^ { a } x _ { a } + x ^ { a ^ { \prime } } x _ { a ^ { \prime } } }
ISICal19_1203_em_780	WRONG	\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n + 1 } )	\frac { 1 } { 6 } ( 2 4 + 9 n + n ^ { 2 } )
UN19wb_1113_em_1076	WRONG	\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }	\beta = \frac { 1 } { 2 } \sqrt { n ^ { 2 } - 8 n + d }
UN19wb_1115_em_1098	WRONG	\lim _ { n + 1 } - 3 \beta = \frac { 2 } { 2 } \alpha _ { n } + \beta - 3 \beta	[ a ^ { x } b , a ^ { y } b ] = a ^ { 2 ( x - y ) }
UN19_1010_em_148	WRONG	\sin x = \sin ( x + 2 \pi k )	\sin x = \frac { 1 } { 2 } ( 1 - \cos 2 x )
UN19_1035_em_499	WRONG	x ^ { 3 } + \pi r ^ { 3 }	8 + \frac { 8 \times 7 } { 2 } = 3 6
UN19_1050_em_720	WRONG	f ( x , y ) = x ^ { y + \frac { 1 } { x } }	f ( x ) = \alpha _ { a b } x ^ { a } x ^ { b }
UN19_1004_em_47	WRONG	\frac { n } { i }	\frac { 1 } { \sqrt { r } }
UN19_1026_em_362	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	\lim _ { y \rightarrow \infty } u ( y ) = s
UN19wb_1115_em_1097	WRONG	\int \limits _ { 0 } ^ { \infty } f ( x ) d x = F ( x ) - F ( a )	\int d ^ { 1 1 } x \sqrt { g } G _ { A B C 1 1 } G ^ { A B C 1 1 }
UN19_1006_em_79	WRONG	2 + 2	7 \times 7
ISICal19_1202_em_772	WRONG	p ^ { 2 } + b ^ { 2 } + b ^ { 3 }	p ^ { 2 } + x ^ { n } + x ^ { m }
UN19_1042_em_607	WRONG	\sum _ { i = 2 n + 3 m } ^ { 1 0 } i x	\sum _ { a = 2 } ^ { 5 } ( d x ^ { a } ) ^ { 2 }
UN19_1006_em_86	WRONG	\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }	\frac { a } { b } = \frac { k ^ { 2 } + 1 } { k ^ { 2 } - 1 }
UN19_1003_em_44	WRONG	3 0 \times 2 9 x ^ { 2 8 }	3 2 x ^ { 5 } - 3 2 x ^ { 3 } + 6 x
UN19_1034_em_484	WRONG	\frac { 1 } { x _ { 4 } } } }	\frac { 1 } { 2 ! 2 ! }
ISICal19_1206_em_828	WRONG	\frac { 1 } { n ^ { 2 } } \leq \frac { 1 } { n - 1 } - \frac { 1 } { n }	\frac { 1 } { 2 } + \frac { 1 } { n _ { 2 } } + \frac { 1 } { n _ { 3 } } > 1
UN19_1005_em_70	WRONG	\sum _ { n } ^ { n }	\sum p ^ { 2 n }
UN19_1002_em_22	WRONG	\int \limits _ { 0 } ^ { + \infty } x ^ { n } e ^ { - x } d x = n !	\int _ { a } ^ { b } d x f ( x ) e ^ { i N x }
UN19_1047_em_675	WRONG	\sum _ { n } = \sum _ { n } = a _ { n } a _ { n } a _ { n } = 0	\sum m ^ { 2 } _ { B } - \sum m ^ { 2 } _ { F } = 0
UN19_1009_em_122	WRONG	1 0 ^ { 2 } = 0	( 7 4 - 7 7 )
UN19_1016_em_215	WRONG	a _ { 0 } = 0	c c ( c a )
UN19_1040_em_583	WRONG	u _ { 0 } ( x )	\tan \theta = f
UN19_1025_em_355	WRONG	\sum _ { n = 1 } ^ { N } ( - 1 ) ^ { n } \sin ( n x )	\frac { 1 } { 6 } ( 8 + 9 n + n ^ { 2 } )
UN19_1027_em_389	WRONG	x _ { 1 } = x _ { 2 } = 1	x _ { 0 } + g ( x - x _ { 0 } )
ISICal19_1211_em_899	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	\cos f ( 0 ) = - \cos f ( \pi ) = \pm 1
UN19wb_1104_em_936	WRONG	\frac { 1 } { 3 } { 2 } = \frac { 1 } { 3 }	4 4 , 4 8 - 4 4 , 4 9
UN19wb_1113_em_1072	WRONG	F _ { n } = F _ { n - 1 } + F _ { n - 1 }	F = \frac { 1 } { 4 } F _ { a b } F ^ { a b }
UN19wb_1107_em_989	WRONG	\log _ { 2 } + \log _ { 2 } + \log _ { 2 }	f ( c ) = f ( a ) + \sqrt { 3 } f ( b ) i
UN19_1050_em_722	WRONG	P ( x ) = \sum _ { i = 0 } ^ { n } a _ { j } x ^ { n }	H _ { n } = \sum _ { j } a _ { j } ^ { n - 1 } b _ { j }
ISICal19_1207_em_854	WRONG	a ^ { 2 } + b ^ { 2 } + c ^ { 2 }	0 \leq \beta \leq 0 . 7 5 7
UN19wb_1113_em_1065	WRONG	x ^ { 2 } a _ { 2 } + a _ { 2 } + a _ { 2 } x ^ { 2 } x ^ { 2 } + a _ { 3 } x _ { 2 } + a _ { 2 } x _ { 1 } + a _ { 2 } = 0	x d x = a _ { 1 } d x x + b _ { 1 } d y x + c _ { 1 } d x y + d _ { 1 } d y y
UN19_1020_em_275	WRONG	a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	a _ { n } = \lim _ { \alpha \rightarrow 0 } a _ { n - \alpha }
UN19wb_1109_em_1012	WRONG	f ( x ) = a _ { n } x ^ { n } + a _ { n - 1 } x ^ { n - 1 } + \cdots + a _ { 1 } x + a _ { 0 }	d x _ { 1 , 3 } ^ { 2 } = - ( d x ^ { 0 } ) ^ { 2 } + ( d x ^ { 1 } ) ^ { 2 } + ( d x ^ { 2 } ) ^ { 2 } + ( d x ^ { 3 } ) ^ { 2 }
UN19wb_1116_em_1123	WRONG	( x _ { n } , \ldots , n _ { n } )	( n c _ { - n } b _ { - m } + m c - m b - n )
UN19wb_1117_em_1126	WRONG	x _ { 1 } + x _ { 2 } = x _ { 2 }	3 + 7 + 1 2 7 = 1 3 7
UN19wb_1120_em_1182	WRONG	\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6	y _ { - 1 } ^ { 2 } + y _ { 0 } ^ { 2 } = 1 + y _ { 1 } ^ { 2 } + y _ { 2 } ^ { 2 } + y _ { 3 } ^ { 2 } + y _ { 4 } ^ { 2 }
UN19wb_1112_em_1063	WRONG	x _ { i } - x _ { i + 1 } + x _ { i + 2 }	x ^ { k } t ( x ) d x
UN19wb_1117_em_1130	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 0	( t - x ) ( t + x ) < 0
UN19_1015_em_199	WRONG	\frac { \frac { \frac { x _ { 4 } } { x _ { 3 } } } { x _ { 2 } } } { x _ { 1 } }	\frac { \sin ^ { 2 } \frac { \pi a } { L { + } 2 } } { \sin ^ { 2 } \frac { \pi } { L { + } 2 } }
UN19_1009_em_123	WRONG	s _ { n } = \sum _ { k = 1 } ^ { n } a _ { i }	- \frac { 1 } { 2 4 } + \frac { 1 } { 1 6 } = \frac { 1 } { 4 8 }
UN19_1019_em_263	WRONG	e ^ { 2 } + y ^ { 2 }	y ^ { 2 } = y ^ { a } y ^ { a }
UN19wb_1111_em_1037	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 2 }	j _ { 2 } = - ( \frac { n } { 2 } + 1 ) - ( \frac { m } { 2 } + \frac { 1 } { 2 } ) b ^ { - 2 }
UN19_1029_em_410	WRONG	x ^ { 2 } = 2 ^ { 2 }	\beta ^ { n } + \beta ^ { - n } - 2
UN19_1003_em_38	WRONG	g ( 2 , 3 , 4 ) = 3 4 ^ { - 3 }	g ^ { a b } = h ^ { a b } - n ^ { a } n ^ { b }
UN19_1002_em_29	WRONG	x _ { 1 } \times x _ { 2 } \times x _ { 3 } \times x _ { 2 } = 1	3 ^ { 5 } c ^ { 3 } + 8 1 c ^ { 2 } - 1 3 5 c - 2 1
UN19_1033_em_476	WRONG	\frac { b } { a ^ { 2 } - a } - \frac { b } { a - 1 }	n = \frac { n _ { 2 } } { n _ { 1 } - 1 } = \frac { n _ { 3 } } { n _ { 1 } - 1 }
UN19_1030_em_427	WRONG	6 ^ { 3 } \cdot 6 ^ { 2 } = ( 6 ^ { 2 } ) ^ { 4 }	c _ { s } ^ { 2 } \geq [ 1 + 2 ( n - 1 ) ] ^ { - 1 }
UN19_1020_em_278	WRONG	a = b \cos C + c \cos B	a = a _ { 0 } + a _ { 1 } + a _ { 2 } + a _ { 3 }
ISICal19_1202_em_768	WRONG	\sum _ { n } = v _ { n - 1 } ( \frac { n - 1 } { 2 } )	\frac { 1 } { 2 } ( n ^ { 2 } + n + 2 )
UN19wb_1114_em_1086	WRONG	( x ^ { 2 } - x ) / ( x )	[ 3 ] [ 3 ] [ 4 ]
UN19_1034_em_486	WRONG	\frac { \pi r ^ { c ^ { 2 } } }	\frac { 5 7 5 } { 2 4 }
UN19wb_1103_em_917	WRONG	\log _ { 2 } \frac { 1 } { 2 } + \log _ { 4 } \frac { 2 } { 4 }	( + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 } , - \frac { 1 } { 2 } )
UN19_1034_em_481	WRONG	( u _ { n } , \ldots , v _ { n } )	h = \tan ( \pi / p )
UN19wb_1116_em_1124	WRONG	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }	x y = ( z ^ { 2 } + i \sqrt { 3 } t ^ { 2 } ) ^ { 2 }
UN19_1049_em_711	WRONG	x = r \cos \theta	3 - 9 \cos \theta
UN19wb_1106_em_968	WRONG	f ( x , y ) = \sqrt { x } \sqrt { y } - \sqrt { 2 }	f ( c ) = f ( a ) + \sqrt { 2 } f ( b ) i
UN19wb_1104_em_935	WRONG	S = ( \sum _ { i = 1 } ^ { n } \theta _ { i } - ( n - 2 ) \pi ) r ^ { 2 }	g + 1 + n = ( n - 1 ) + 1 + n = 2 n
ISICal19_1211_em_890	WRONG	a ^ { 2 } + b ^ { 2 } = ( a + b i ) ( a - b i )	( 1 + 1 + 0 + 0 ) + ( 4 \times 0 ) + ( 4 \times 0 )
UN19wb_1120_em_1184	WRONG	q = \sqrt { ( \frac { B - A } { C } ) ^ { 2 } + 1 } + \frac { B - A } { C }	P = \int d z \sqrt { G _ { i j } d \phi ^ { i } / d z d \phi ^ { j } / d z }
UN19_1036_em_510	WRONG	( x ) ^ { 2 }	b ^ { x } a ^ { y }
ISICal19_1207_em_851	WRONG	x ^ { 2 } = x ^ { 2 } = 0	x ^ { n } - a x ^ { s } + b = 0
ISICal19_1207_em_848	WRONG	a ^ { 2 } = a ^ { 2 } + b ^ { 2 } + c ^ { 2 }	a = n + \frac { 1 } { 2 } , n + \frac { 5 } { 6 }
ISICal19_1206_em_827	WRONG	\sum _ { n = 1 } ^ { \infty } ( b _ { n } - b _ { n - 1 } )	m n t ^ { n } ( n - 1 + m n t ^ { n } )
UN19_1050_em_721	WRONG	\int e ^ { - z ^ { 2 } } d z = e r f ( z )	\int \sqrt { - g } [ R - \frac { 1 } { 1 2 } H ^ { 2 } ]
UN19_1048_em_691	WRONG	( x ^ { 2 } = \sqrt { x ^ { 2 } - \sqrt { 2 } = 0	( 4 9 \sqrt { 3 } \pm \sqrt { 5 2 5 9 } ) / 1 8
UN19_1039_em_556	WRONG	x ^ { 2 } ( 2 ^ { 2 } - 1 )	( n + 4 ) \times ( n + 4 )
UN19_1047_em_681	WRONG	x = \frac { y } { \sqrt { x ^ { 2 } + y ^ { 2 } } }	\frac { x _ { 1 } } { \sqrt { \gamma } } + i \sqrt { \gamma } x _ { 2 }
UN19_1022_em_305	WRONG	g ( x , y ) = \sqrt [ 3 ] { x - y } + \sqrt { | x + y | }	A = \log [ ( 1 + a + \sqrt { 1 + 2 a } ) / ( - a ) ]
UN19_1036_em_513	WRONG	\sum _ { 2 } f ( m + 3 )	T ( x ) = i u \sin ( x )
UN19wb_1104_em_933	WRONG	\frac { \sqrt { 1 + \cos ^ { 2 } ( \theta ) } } { 2 } = \cos ( 2 \theta )	h = \frac { 1 } { 8 ( p + 1 ) } + \frac { 1 } { 1 6 } = \frac { 3 + p } { 1 6 ( p + 1 ) }
UN19wb_1104_em_934	WRONG	x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }	x ^ { 4 } + u x ^ { 2 } + q x + r = 0
UN19_1043_em_620	WRONG	9 . 4	4 + x
UN19_1039_em_557	WRONG	\log _ { 2 } ( 2 ^ { 2 } ) = 5	( x y ) ^ { - 1 } = y ^ { - 1 } x ^ { - 1 }
UN19_1034_em_485	WRONG	1 + 1 = 1	1 + 7 + 1 1
ISICal19_1204_em_798	WRONG	a _ { n } = a _ { n } a _ { n } a _ { n }	( 2 0 0 0 ) 5 9 2 0 - 5 9 3 3
UN19_1021_em_297	WRONG	f ( x ) = \sqrt { 2 }	l = \int d y \sqrt { f }
UN19_1037_em_533	WRONG	\frac { 1 } { 3 } \pi r ^ { 2 }	\frac \pi 2 + n \pi
ISICal19_1211_em_891	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } - 2 a b \cos C	a [ 1 ] = a _ { 1 } + \frac { 3 } { 2 } a _ { 2 } + 2 a _ { 3 } + a _ { 4 } + \frac { 1 1 } { 2 }
UN19_1029_em_415	WRONG	\sqrt { 1 } { 2 } = \cos \frac { 2 k \pi } { 2 } + i \sin \frac { 2 k \pi } { 2 }	k ( r , E , l ) = \frac { 1 } { V ( r ) } \sqrt { E ^ { 2 } - \frac { V ( r ) } { r ^ { 2 } } l ( l + 1 ) }
UN19wb_1110_em_1021	WRONG	\alpha _ { n + 1 } - 3 \beta = \frac { 1 } { 3 } \alpha _ { n } + \beta - 3 \beta	B = \frac { 2 \beta } { \alpha } ( \frac { \pi \alpha } { \sin \pi \alpha } ) ^ { 2 }
ISICal19_1205_em_818	WRONG	a _ { 0 } = a _ { 0 } = 0	( 0 0 0 0 ) ( 0 0 0 0 )
UN19_1047_em_680	WRONG	x ^ { 2 } + a _ { 2 } y _ { 2 } + a _ { 2 } + a _ { 2 } a _ { 2 } = 0	2 4 + 8 + 6 , 1 6 + 1 6 + 6 , 1 6 + 8 + 8 + 6 , 1 2 + 1 2 + 8 + 6 , 1 2 + 8 + 6 + 6 + 6
UN19_1002_em_19	WRONG	\pi \int _ { c } ^ { d } \{ g ( y ) \} ^ { 2 } d x	2 \int R _ { a b } R ^ { a b } c
UN19_1027_em_378	WRONG	\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty	\lim _ { k \rightarrow \infty } t _ { k } < \infty
ISICal19_1210_em_884	WRONG	c ^ { 2 } = a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	\phi ( y ) = 1 - \frac { 1 } { 4 } y ^ { 2 } - \frac { 1 } { 1 6 } y ^ { 4 } \log y + \ldots
UN19_1005_em_62	WRONG	a ^ { 2 } + b ^ { 2 } + b ^ { 2 }	4 x ^ { 3 } - 3 x
UN19_1035_em_505	WRONG	a _ { n } = a _ { 1 } = a _ { n - 1 }	\cos ( z v ) / \sin ( z )
UN19_1036_em_515	WRONG	f ( x , y ) = f ( x ) = f ( c )	X _ { 9 } ( X _ { 2 } X _ { 7 } - X _ { 3 } X _ { 6 } )
UN19_1019_em_262	WRONG	x ^ { i + 2 j \times k ^ { 2 } - 2 \frac { j } { i } }	x _ { n e w } = c ^ { \frac } { 1 } { 2 } x
UN19_1039_em_562	WRONG	z _ { 1 } ^ { 2 } + 1 ^ { z } - z _ { 2 } ^ { 2 } + 2 ^ { z }	x ^ { n + 1 } + y ^ { 2 } + z ^ { 2 }
UN19_1002_em_26	WRONG	\cos \theta = \frac { x } { \sqrt { x ^ { 2 } + y ^ { 2 } } }	f ( z ) = { \frac { z } { \sqrt { 1 + z ^ { 2 } } } }
UN19_1004_em_50	WRONG	z = \frac { 1 } { 2 }	z = \frac { - b } { a }
UN19wb_1110_em_1024	WRONG	g ( 2 , 3 , 4 ) = 3 4 ^ { 2 }	y ^ { 2 } = ( { y ^ { 1 } } ) ^ { 2 } + \ldots + ( { y ^ { 6 } } ) ^ { 2 }
UN19_1024_em_341	WRONG	f ( x , y ) = f ( x ) = f ( c )	A = \int d x h ( x ) B ( x )
UN19_1029_em_418	WRONG	1 + 2 + \cdots + n = \frac { n ( n + 1 ) } { 2 }	- \frac { k - 1 } { 2 } < - \frac { q } { 2 } < - \frac { 1 } { 2 }
UN19_1034_em_482	WRONG	f ( x ) = a ^ { 2 }	V ( x ) = i \sin x
UN19_1025_em_349	WRONG	\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }	y ^ { 3 } = z ^ { 3 } + \sqrt { z ^ { 6 } + 1 6 k ^ { 2 } }
UN19wb_1114_em_1093	WRONG	\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta	L _ { a b } = x ^ { a } p _ { b } - x ^ { b } p _ { a }
UN19_1034_em_489	WRONG	u _ { 0 } = 0	\tan \beta = 8 0
UN19_1002_em_18	WRONG	( x + 1 ) ^ { n + 1 } + ( x + 1 ) ( x + 1 ) ^ { n }	B C H ( x , y ) = x + y + \frac { 1 } { 2 } [ x , y ] + \ldots
